time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-03-11T10:05:55.625Z,-15.3823,-73.5691,101.088,4.2,mb,23,163,4.466,0.35,us,us7000jj43,2023-05-15T02:49:13.040Z,"14 km S of Incuyo, Peru",earthquake,5.79,9.55,0.159,12,reviewed,us,us
2023-03-11T08:27:42.007Z,-22.0874,-68.8431,113.289,4.4,mwr,28,57,0.845,0.8,us,us7000jj3f,2023-05-15T02:49:14.040Z,"41 km NNE of Calama, Chile",earthquake,5.81,1.941,,,reviewed,us,guc
2023-03-11T05:11:59.326Z,6.893,-73.1444,146.285,4.3,mb,23,125,0.996,0.49,us,us7000jj2g,2023-05-15T02:49:16.040Z,"14 km SW of Piedecuesta, Colombia",earthquake,5.66,10.651,0.161,11,reviewed,us,us
2023-03-11T04:13:44.987Z,-41.302,-73.8421,45.648,4.5,mwr,35,145,0.295,1.08,us,us7000jj23,2023-05-15T02:49:16.040Z,"63 km N of Ancud, Chile",earthquake,6.35,5.143,0.058,29,reviewed,us,us
2023-03-11T02:35:28.355Z,-45.6632,-77.3216,10,5.2,mww,39,142,2.732,0.68,us,us7000jj1l,2023-05-15T02:49:17.040Z,"Off the coast of Aisen, Chile",earthquake,6.41,1.763,0.051,37,reviewed,us,us
2023-03-10T20:47:33.768Z,5.3124,-78.1883,24.321,5.1,mww,146,45,2.786,0.82,us,us7000jiyr,2023-05-15T02:49:20.040Z,"99 km WNW of Pizarro, Colombia",earthquake,7.73,3.726,0.058,29,reviewed,us,us
2023-03-10T09:18:40.733Z,6.7308,-73.027,160.432,5.4,mww,244,43,0.835,0.5,us,us7000jirz,2023-05-15T02:49:29.040Z,"4 km NNW of Aratoca, Colombia",earthquake,7.94,4.934,0.06,27,reviewed,us,us
2023-03-10T04:54:52.230Z,-8.3867,-74.4335,155.525,4.9,mww,73,73,1.832,0.88,us,us7000jiqc,2023-05-15T02:49:33.040Z,"11 km E of San Fernando, Peru",earthquake,7.65,5.491,0.071,19,reviewed,us,us
2023-03-10T01:16:18.486Z,-21.1635,-68.44,126.018,4.4,mb,25,57,0.977,1.21,us,us7000jip4,2023-05-15T02:49:36.040Z,"20 km WNW of Ollagüe, Chile",earthquake,7.29,9.093,0.179,9,reviewed,us,us
2023-03-09T21:30:00.348Z,-23.1068,-69.3513,96.586,4.2,mb,30,120,0.448,0.92,us,us7000jimb,2023-05-15T02:49:41.040Z,"84 km SSW of Calama, Chile",earthquake,5.1,6.142,0.215,6,reviewed,us,us
2023-03-09T17:42:54.461Z,-37.1081,-74.0031,10,4.3,mwr,36,129,0.744,0.43,us,us7000jikf,2023-05-15T02:49:43.040Z,"62 km WNW of Arauco, Chile",earthquake,4.07,1.896,0.057,30,reviewed,us,us
2023-03-09T12:56:35.255Z,-20.7772,-69.7446,52.44,4,ml,13,129,0.358,0.39,us,us7000jig2,2023-05-15T02:49:46.040Z,"49 km S of La Tirana, Chile",earthquake,3.4,4.478,0.074,24,reviewed,us,us
2023-03-09T02:02:01.855Z,-19.5405,-69.814,35,4.2,mwr,39,114,0.598,0.79,us,us7000jicj,2023-05-15T02:49:55.040Z,"47 km WSW of Camiña, Chile",earthquake,3.17,1.898,,,reviewed,us,guc
2023-03-08T15:38:58.271Z,-14.1343,-75.7026,67.26,4.5,mb,56,142,2.406,0.77,us,us7000ji6p,2023-05-15T02:50:02.040Z,"1 km NW of Pampa de Tate, Peru",earthquake,7.33,6.503,0.111,24,reviewed,us,us
2023-03-08T09:00:22.344Z,-33.8468,-73.3156,10,4.3,mb,25,151,1.43,1.13,us,us7000ji47,2023-05-15T02:50:05.040Z,"160 km W of San Antonio, Chile",earthquake,7.37,1.923,0.177,9,reviewed,us,us
2023-03-08T04:27:51.206Z,-21.9854,-68.6571,128.041,4.3,mb,22,52,0.575,0.64,us,us7000ji25,2023-05-15T02:50:09.040Z,"58 km NNE of Calama, Chile",earthquake,5.2,5.978,0.237,5,reviewed,us,us
2023-03-08T04:24:57.841Z,0.5931,-80.1644,29.058,4.4,mb,55,83,0.997,0.81,us,us7000ji24,2023-05-15T02:50:09.040Z,"16 km W of Muisne, Ecuador",earthquake,5.89,4.652,0.117,21,reviewed,us,us
2023-03-07T07:52:12.308Z,-23.1509,-69.5523,91.732,4.5,mb,45,111,0.443,1.13,us,us7000jhuh,2023-05-15T02:50:22.040Z,"90 km S of María Elena, Chile",earthquake,5.13,4.665,0.131,17,reviewed,us,us
2023-03-07T07:22:26.462Z,-24.325,-67.1058,167.583,4.5,mb,67,43,1.684,0.94,us,us7000jhu8,2023-05-15T02:50:22.040Z,"80 km W of San Antonio de los Cobres, Argentina",earthquake,7.6,5.287,0.054,102,reviewed,us,us
2023-03-07T03:59:40.088Z,5.3828,-77.5523,10,5,mww,95,62,2.167,0.85,us,us7000jhss,2023-05-15T02:50:23.040Z,"47 km SW of Nuquí, Colombia",earthquake,5.59,1.672,0.093,11,reviewed,us,us
2023-03-07T01:32:41.615Z,6.8238,-73.0726,155.436,4.3,mb,43,36,0.925,0.76,us,us7000jhsj,2023-05-15T02:50:24.040Z,"Santander, Colombia",earthquake,7.83,5.953,0.116,21,reviewed,us,us
2023-03-06T09:33:30.191Z,-15.1985,-72.514,93.138,4.6,mb,40,126,3.759,0.76,us,us7000jhlm,2023-05-15T02:50:29.040Z,"19 km WNW of Orcopampa, Peru",earthquake,9.55,8.204,0.065,70,reviewed,us,us
2023-03-06T07:34:51.320Z,-29.6506,-71.5163,59.292,5,mww,156,93,0.36,0.46,us,us7000jhkz,2023-05-15T02:50:30.040Z,"37 km NNW of Coquimbo, Chile",earthquake,4.94,5.528,0.089,12,reviewed,us,us
2023-03-05T22:07:17.242Z,-28.1573,-71.4059,25.343,4.4,mwr,47,139,1.053,0.7,us,us7000jhil,2023-05-15T02:50:35.040Z,"78 km NW of Vallenar, Chile",earthquake,5.27,5.01,,,reviewed,us,guc
2023-03-05T19:25:43.817Z,-16.1425,-73.4704,55.845,5.1,mww,120,90,3.721,0.58,us,us7000jhhu,2023-05-15T02:50:36.040Z,"17 km ENE of Atico, Peru",earthquake,8.86,5.081,0.093,11,reviewed,us,us
2023-03-05T01:06:10.236Z,-22.0699,-70.346,55.857,4.1,mb,16,154,0.55,0.37,us,us7000jhe6,2023-05-15T02:50:41.040Z,"15 km W of Tocopilla, Chile",earthquake,4.26,9.557,0.262,4,reviewed,us,us
2023-03-04T17:43:22.832Z,-15.6455,-71.1295,149.297,4.4,mb,58,138,2.498,1.09,us,us7000jhcm,2023-05-08T02:00:47.040Z,"7 km W of Huarichancara, Peru",earthquake,8.01,3.727,0.086,45,reviewed,us,us
2023-03-04T09:38:24.055Z,-8.4329,-74.3433,171.462,4.4,mb,13,135,1.766,0.32,us,us7000jitk,2023-05-08T02:00:45.040Z,"21 km E of San Fernando, Peru",earthquake,9.38,10.001,0.203,9,reviewed,us,us
2023-03-04T07:20:02.788Z,6.8798,-73.1083,149.739,4.4,mb,34,96,0.981,0.76,us,us7000jhah,2023-05-08T02:00:44.040Z,"northern Colombia",earthquake,7.26,9.034,0.107,25,reviewed,us,us
2023-03-03T20:10:19.597Z,8.2866,-72.2121,13.978,4.6,mb,82,81,1.67,0.57,us,us7000jh60,2023-05-08T02:00:39.040Z,"8 km NNE of La Fría, Venezuela",earthquake,2.49,3.805,0.068,72,reviewed,us,us
2023-03-03T19:37:38.600Z,-16.0716,-74.4062,27.345,4.6,mb,19,141,4.507,0.23,us,us7000jh5p,2023-05-08T02:00:39.040Z,"30 km S of Atiquipa, Peru",earthquake,8.92,5.376,0.158,12,reviewed,us,us
2023-03-03T18:58:36.720Z,-23.5068,-69.2498,83.828,4.3,mb,16,117,0.851,0.83,us,us7000jh5i,2023-05-08T02:00:38.040Z,"Antofagasta, Chile",earthquake,4.18,8.786,0.306,3,reviewed,us,us
2023-03-03T09:48:01.960Z,-21.3856,-68.9003,127.25,4.1,mb,16,83,0.518,0.39,us,us7000jgzx,2023-05-08T02:00:34.040Z,"69 km WSW of Ollagüe, Chile",earthquake,6.18,4.523,0.302,3,reviewed,us,us
2023-03-03T07:19:54.899Z,-33.5539,-72.0744,21.121,4.1,mwr,35,163,0.398,0.7,us,us7000jgzl,2023-05-08T02:00:33.040Z,"43 km W of Cartagena, Chile",earthquake,5.51,2.772,0.048,42,reviewed,us,us
2023-03-03T01:53:26.271Z,-17.1247,-72.6624,18.572,5.3,mww,74,99,2.535,0.71,us,us7000jgyn,2023-05-08T02:00:31.040Z,"51 km SSW of Quilca, Peru",earthquake,11.25,3.159,0.052,36,reviewed,us,us
2023-03-03T00:32:16.226Z,-20.1684,-69.0431,113.67,4,mb,22,57,0.517,0.74,us,us7000jgy7,2023-05-08T02:00:29.040Z,"66 km ENE of La Tirana, Chile",earthquake,4.77,6.586,0.184,8,reviewed,us,us
2023-03-02T20:38:15.605Z,6.7351,-73.0147,156.85,4.5,mb,33,136,0.84,0.85,us,us7000jihp,2023-05-08T02:00:26.040Z,"4 km N of Aratoca, Colombia",earthquake,9.39,7.258,0.145,14,reviewed,us,us
2023-03-02T13:47:34.483Z,-41.0493,-74.0589,29.779,3.9,ml,9,219,0.567,0.54,us,us7000jgt8,2023-05-08T02:00:20.040Z,"Off the coast of Los Lagos, Chile",earthquake,4.81,13.569,0.081,20,reviewed,us,us
2023-03-02T01:51:44.914Z,-24.455,-67.0867,163.002,4.3,mb,32,66,1.8,0.6,us,us7000jgqb,2023-05-08T02:00:14.040Z,"82 km WSW of San Antonio de los Cobres, Argentina",earthquake,8.36,7.576,0.154,12,reviewed,us,us
2023-03-01T22:55:08.156Z,-20.9906,-67.635,211.235,4.1,mb,25,131,1.699,1.02,us,us7000jgnt,2023-05-08T02:00:13.040Z,"69 km ENE of Ollagüe, Chile",earthquake,7.58,12.163,0.234,5,reviewed,us,us
2023-03-01T16:54:36.266Z,-34.7881,-71.8496,39.174,4.3,mb,33,83,0.231,0.57,us,us7000jglz,2023-05-08T02:00:11.040Z,"47 km WSW of Santa Cruz, Chile",earthquake,3.25,9.965,0.265,4,reviewed,us,us
2023-03-01T16:36:45.601Z,-17.732,-69.311,153.254,4,mb,20,74,0.215,0.67,us,us7000jglx,2023-05-08T02:00:10.040Z,"69 km E of Palca, Peru",earthquake,7.22,3.608,0.197,7,reviewed,us,us
2023-03-01T15:23:01.660Z,-16.3793,-73.9603,35,4.1,mb,22,153,3.982,0.67,us,us7000ji8c,2023-05-08T02:00:10.040Z,"40 km WSW of Atico, Peru",earthquake,10.02,1.926,0.185,8,reviewed,us,us
2023-03-01T08:09:15.245Z,-17.7088,-74.5254,10,4.7,mb,59,148,4.034,1.18,us,us7000jgip,2023-05-08T02:00:06.040Z,"191 km SSW of Atico, Peru",earthquake,7.91,1.856,0.102,29,reviewed,us,us
2023-03-01T04:19:05.156Z,-22.1603,-68.9388,102.015,4.1,mb,21,51,0.459,0.53,us,us7000jgey,2023-05-08T02:00:03.040Z,"32 km N of Calama, Chile",earthquake,5.63,6.752,0.261,4,reviewed,us,us
2023-02-28T20:10:34.211Z,-21.9423,-68.5108,141.299,4.1,mb,16,102,0.694,0.71,us,us7000jgbr,2023-05-08T01:59:59.040Z,"71 km NE of Calama, Chile",earthquake,6.87,7.676,0.368,2,reviewed,us,us
2023-02-28T13:19:43.684Z,-19.0466,-71.0023,35,4,mb,16,212,0.77,1.05,us,us7000jg8l,2023-05-08T01:59:54.040Z,"87 km W of Cuya, Chile",earthquake,6.85,1.976,0.367,2,reviewed,us,us
2023-02-28T09:05:30.582Z,-30.0714,-71.3574,53.825,4.1,mb,37,127,0.184,0.39,us,us7000jg7t,2023-05-08T01:59:52.040Z,"13 km S of Coquimbo, Chile",earthquake,4.55,4.018,0.185,8,reviewed,us,us
2023-02-28T04:54:38.224Z,-21.6065,-68.5208,135.132,4.4,mb,18,68,0.697,0.46,us,us7000jg64,2023-05-08T01:59:51.040Z,"Chile-Bolivia border region",earthquake,3.39,7.616,0.241,5,reviewed,us,us
2023-02-28T02:58:41.529Z,-15.3703,-73.874,61.283,4.1,mb,13,150,4.43,0.48,us,us7000jg5n,2023-05-08T01:59:50.040Z,"18 km SSW of Pullo, Peru",earthquake,14.84,14.924,0.198,7,reviewed,us,us
2023-02-28T01:48:24.525Z,-20.9867,-70.8467,10,4.2,mb,21,159,0.947,0.53,us,us7000jg5e,2023-05-08T01:59:49.040Z,"108 km SW of La Tirana, Chile",earthquake,4.93,1.916,0.236,5,reviewed,us,us
2023-02-28T01:45:21.698Z,-20.9729,-70.8725,22.808,4,mb,19,158,0.975,0.27,us,us7000jg5d,2023-05-08T01:59:49.040Z,"108 km SW of La Tirana, Chile",earthquake,3.08,7.078,0.26,4,reviewed,us,us
2023-02-27T23:47:42.169Z,-21.0892,-68.9473,123.433,4.5,mb,30,44,0.506,0.54,us,us7000jg4r,2023-05-08T01:59:48.040Z,"Chile-Bolivia border region",earthquake,5.77,5.232,0.144,14,reviewed,us,us
2023-02-27T20:52:36.147Z,-21.8112,-68.6902,121.259,4.5,mwr,45,37,0.513,0.76,us,us7000jg3i,2023-05-08T01:59:46.040Z,"75 km NNE of Calama, Chile",earthquake,6.14,2.697,,,reviewed,us,guc
2023-02-27T14:08:22.980Z,-26.7414,-70.1718,94.644,4.5,mwr,36,117,0.704,0.63,us,us6000jrxt,2023-05-08T01:59:44.040Z,"Near the coast of Atacama, Chile",earthquake,4.61,4.944,,,reviewed,us,guc
2023-02-27T12:53:24.442Z,-22.5394,-68.8458,112.641,4.3,mwr,34,44,0.691,0.45,us,us6000jrxd,2023-05-08T01:59:43.040Z,"12 km SE of Calama, Chile",earthquake,5,3.014,,,reviewed,us,guc
2023-02-27T12:08:26.088Z,-21.5823,-66.8547,213.359,4.5,mb,53,121,1.834,0.69,us,us6000jrx4,2023-05-08T01:59:43.040Z,"97 km SW of Atocha, Bolivia",earthquake,5.08,7.471,0.067,65,reviewed,us,us
2023-02-27T09:05:04.142Z,-5.6873,-80.8196,35,4.6,mb,40,91,2.254,1.12,us,us6000jrwb,2023-05-08T01:59:41.040Z,"near the coast of northern Peru",earthquake,9.81,1.877,0.112,24,reviewed,us,us
2023-02-27T03:01:25.650Z,-5.8854,-80.8696,32.402,4.8,mb,136,91,2.456,0.56,us,us6000jru0,2023-05-08T01:59:38.040Z,"36 km S of Sechura, Peru",earthquake,6.52,4.134,0.05,122,reviewed,us,us
2023-02-25T23:43:45.778Z,-21.482,-66.8791,222.858,4.2,mb,34,137,1.895,0.62,us,us6000jrmg,2023-04-29T21:57:40.040Z,"91 km SW of Atocha, Bolivia",earthquake,8.94,9.734,0.187,8,reviewed,us,us
2023-02-25T16:25:15.044Z,-36.8676,-73.415,23.691,4.4,mwr,42,79,0.216,0.56,us,us6000jrkg,2023-04-29T21:57:38.040Z,"30 km NW of Coronel, Chile",earthquake,5.99,4.482,0.044,49,reviewed,us,us
2023-02-25T07:05:20.435Z,-21.6383,-70.2945,24.748,4.2,mb,21,144,0.488,0.96,us,us6000jri2,2023-04-29T21:57:37.040Z,"51 km N of Tocopilla, Chile",earthquake,5.14,6.455,0.216,6,reviewed,us,us
2023-02-24T23:31:03.088Z,-25.0478,-70.9076,24.112,4.2,mb,34,124,0.621,0.76,us,us6000jrfw,2023-04-29T21:57:35.040Z,"58 km NW of Taltal, Chile",earthquake,3.42,5.737,0.304,3,reviewed,us,us
2023-02-24T15:59:10.977Z,-24.3835,-67.4605,196.304,4.3,mb,19,125,1.57,0.8,us,us6000jrcg,2023-04-29T21:57:34.040Z,"117 km W of San Antonio de los Cobres, Argentina",earthquake,9.74,10.763,0.238,6,reviewed,us,us
2023-02-24T06:12:04.471Z,-21.9639,-68.5587,124.417,4.3,mb,28,61,0.656,0.72,us,us6000jr7b,2023-04-29T21:57:32.040Z,"66 km NE of Calama, Chile",earthquake,6.47,7.4,0.154,12,reviewed,us,us
2023-02-24T02:35:11.577Z,-21.3933,-66.8419,223.154,4.3,mb,25,118,2.269,0.62,us,us6000jr66,2023-04-29T21:57:32.040Z,"Potosi, Bolivia",earthquake,8.38,9.599,0.188,8,reviewed,us,us
2023-02-24T00:57:53.953Z,-32.0852,-71.8367,34.416,4,mb,39,137,0.733,0.35,us,us6000jr5n,2023-04-29T21:57:31.040Z,"70 km NW of La Ligua, Chile",earthquake,4.44,3.216,0.182,8,reviewed,us,us
2023-02-24T00:37:16.002Z,-32.0873,-71.8963,13.367,4.2,mwr,39,176,0.784,0.56,us,us6000jr5j,2023-04-29T21:57:31.040Z,"74 km WNW of La Ligua, Chile",earthquake,3.71,1.662,0.044,49,reviewed,us,us
2023-02-23T23:34:36.277Z,-26.7049,-71.3113,21.621,4.3,mb,30,182,0.846,0.44,us,us6000jr52,2023-04-29T21:57:31.040Z,"Off the coast of Atacama, Chile",earthquake,6.42,6.378,0.377,2,reviewed,us,us
2023-02-23T18:38:08.514Z,-23.2017,-68.661,103.663,4.1,mb,23,125,0.509,0.9,us,us6000jr2q,2023-04-29T21:57:30.040Z,"57 km SW of San Pedro de Atacama, Chile",earthquake,5.81,7.836,0.369,2,reviewed,us,us
2023-02-23T10:23:36.021Z,-33.901,-73.2549,10,5.5,mww,114,44,1.388,0.73,us,us6000jqzy,2023-04-29T21:57:30.040Z,"156 km WSW of San Antonio, Chile",earthquake,5.19,0.901,0.039,63,reviewed,us,us
2023-02-23T06:18:13.260Z,-8.5549,-77.621,67.43,4.6,mb,71,147,3.496,0.49,us,us6000jqzb,2023-04-29T21:57:29.040Z,"22 km SW of Quiches, Peru",earthquake,7.8,7.2,0.062,79,reviewed,us,us
2023-02-23T03:22:10.226Z,-30.39,-71.6309,31.937,4.7,mb,49,145,0.283,0.73,us,us6000jqyf,2023-04-29T21:57:29.040Z,"Near the coast of Coquimbo, Chile",earthquake,4.17,4.801,0.147,14,reviewed,us,us
2023-02-23T03:18:56.181Z,-30.3563,-71.8526,27.94,4.7,mb,44,119,0.368,0.56,us,us6000jqyb,2023-04-29T21:57:29.040Z,"Near the coast of Coquimbo, Chile",earthquake,5.17,5.088,0.184,9,reviewed,us,us
2023-02-23T00:30:41.948Z,-22.1357,-67.3195,198.598,4.2,mb,18,140,1.816,0.63,us,us6000jqxb,2023-04-29T21:57:28.040Z,"124 km NE of San Pedro de Atacama, Chile",earthquake,8.76,16.488,0.372,2,reviewed,us,us
2023-02-22T18:18:25.823Z,-35.7033,-73.149,35,4.3,mb,39,150,1.043,0.73,us,us6000jqvf,2023-04-29T21:57:27.040Z,"78 km WSW of Constitución, Chile",earthquake,4.94,1.951,0.238,7,reviewed,us,us
2023-02-22T17:47:55.180Z,-35.7431,-73.1611,35,4.1,mb,27,192,1.003,0.73,us,us6000jqv1,2023-04-29T21:57:27.040Z,"Off the coast of Maule, Chile",earthquake,5.19,2.005,0.368,2,reviewed,us,us
2023-02-22T15:51:40.842Z,-30.1063,-72.15,10.735,4.1,mwr,41,144,0.72,0.85,us,us6000jqup,2023-04-29T21:57:26.040Z,"79 km WSW of Coquimbo, Chile",earthquake,4.86,4.16,0.048,41,reviewed,us,us
2023-02-22T15:18:04.419Z,-20.9028,-69.0221,106.311,4.2,mwr,35,64,0.457,0.95,us,us6000jquj,2023-04-29T21:57:26.040Z,"87 km WNW of Ollagüe, Chile",earthquake,4.53,4.133,,,reviewed,us,guc
2023-02-22T13:30:59.792Z,-24.0255,-66.9747,217.258,4.2,mwr,29,103,1.537,0.48,us,us6000jqt5,2023-04-29T21:57:26.040Z,"70 km WNW of San Antonio de los Cobres, Argentina",earthquake,9.49,8.186,,,reviewed,us,guc
2023-02-22T04:39:35.190Z,-18.0318,-69.7648,118.711,4.3,mb,47,72,0.388,0.84,us,us6000jqq0,2023-04-29T21:57:24.040Z,"35 km SE of Palca, Peru",earthquake,5.03,3.923,0.133,16,reviewed,us,us
2023-02-21T23:22:31.418Z,-22.0482,-68.606,132.951,4.1,mb,15,73,0.641,0.71,us,us6000jqnl,2023-04-29T21:57:23.040Z,"55 km NE of Calama, Chile",earthquake,2.71,7.49,0.213,6,reviewed,us,us
2023-02-21T01:13:59.879Z,-19.0786,-70.1661,64.453,4.1,mb,20,158,0.487,0.33,us,us6000jqgm,2023-04-29T21:57:19.040Z,"9 km N of Cuya, Chile",earthquake,5.06,5.191,0.261,4,reviewed,us,us
2023-02-20T15:58:02.482Z,-20.7701,-67.8879,178.497,4,mb,25,69,1.341,1.24,us,us6000jqb0,2023-04-29T21:57:17.040Z,"63 km NE of Ollagüe, Chile",earthquake,5.85,9.82,0.231,5,reviewed,us,us
2023-02-20T14:13:12.396Z,-23.4196,-69.1094,99.369,4.1,mb,16,104,0.828,0.65,us,us6000jqad,2023-04-29T21:57:17.040Z,"108 km S of Calama, Chile",earthquake,5.32,8.812,0.523,1,reviewed,us,us
2023-02-20T09:01:40.276Z,-11.9691,-74.864,100.154,4.1,mb,19,54,1.936,0.79,us,us7000jg9p,2023-04-29T21:57:16.040Z,"27 km NNW of Salcabamba, Peru",earthquake,5.76,7.588,0.262,4,reviewed,us,us
2023-02-20T06:39:34.984Z,-16.4681,-72.6146,96.185,4.2,mb,12,177,2.879,0.63,us,us6000jq9a,2023-04-29T21:57:16.040Z,"19 km NE of El Cardo, Peru",earthquake,11.85,19.869,0.236,5,reviewed,us,us
2023-02-19T10:05:30.248Z,-15.4415,-71.4991,146.252,4.5,mb,57,112,2.883,0.62,us,us6000jq2z,2023-04-29T21:57:12.040Z,"6 km NW of Sibayo, Peru",earthquake,8.86,7.571,0.059,84,reviewed,us,us
2023-02-19T02:40:40.879Z,-19.9657,-71.1633,8.527,5.3,mww,87,106,1.016,0.84,us,us6000jq13,2023-04-29T21:57:11.040Z,"109 km WNW of Puerto, Chile",earthquake,4.97,3.348,0.056,31,reviewed,us,us
2023-02-19T01:48:38.285Z,-1.1134,-80.8114,10,4.3,mb,19,183,1.226,1.1,us,us6000jq0w,2023-04-29T21:57:10.040Z,"18 km WSW of Montecristi, Ecuador",earthquake,4.83,1.974,0.267,4,reviewed,us,us
2023-02-18T22:13:48.796Z,-19.9435,-71.0087,16.102,4.7,mwr,74,139,0.887,0.74,us,us6000jpzu,2023-04-22T21:33:20.040Z,"94 km WNW of Puerto, Chile",earthquake,4.27,4.052,0.057,30,reviewed,us,us
2023-02-18T19:31:14.123Z,-14.9824,-71.0753,162.951,4.5,mb,44,95,3.011,0.7,us,us6000jpyr,2023-04-22T21:33:20.040Z,"9 km NE of Ocoruro, Peru",earthquake,11.34,5.772,0.052,112,reviewed,us,us
2023-02-18T16:10:40.868Z,-22.2738,-68.6179,111.497,4.2,mb,20,57,0.749,0.82,us,us6000jpxv,2023-04-22T21:33:19.040Z,"37 km ENE of Calama, Chile",earthquake,5.98,7.328,0.263,4,reviewed,us,us
2023-02-18T04:51:54.569Z,-31.1506,-70.6183,105.626,4.3,mwr,35,54,0.332,0.57,us,us6000jpuk,2023-04-22T21:33:18.040Z,"60 km SSE of Monte Patria, Chile",earthquake,4.88,4.205,,,reviewed,us,guc
2023-02-17T05:15:38.146Z,-15.6616,-72.1834,157.41,4.4,mb,12,151,3.219,0.83,us,us6000jpiz,2023-04-22T21:33:15.040Z,"9 km ENE of Ayo, Peru",earthquake,8.5,14.911,0.268,4,reviewed,us,us
2023-02-16T22:19:01.256Z,6.2484,-74.4491,35,4.5,mb,7,92,1.075,0.32,us,us6000jr8y,2023-04-22T21:33:26.040Z,"",earthquake,5.43,2.006,0.151,13,reviewed,us,us
2023-02-15T22:12:20.811Z,-20.0423,-68.0244,170.153,5,mww,181,32,1.162,0.9,us,us6000jp8r,2023-04-22T21:33:11.040Z,"106 km SE of Colchane, Chile",earthquake,6.31,4.825,0.069,20,reviewed,us,us
2023-02-15T20:16:43.806Z,-22.2944,-68.6043,124.999,4.6,mb,40,37,0.763,0.87,us,us6000jp7z,2023-04-22T21:33:11.040Z,"Antofagasta, Chile",earthquake,4.55,4.105,0.152,13,reviewed,us,us
2023-02-15T17:15:05.960Z,-21.1998,-68.8468,116.525,4.4,mb,18,81,0.618,0.61,us,us6000jp6u,2023-04-22T21:33:11.040Z,"61 km W of Ollagüe, Chile",earthquake,5.94,5.755,0.269,4,reviewed,us,us
2023-02-15T13:04:09.720Z,6.7659,-73.0236,158.822,5.2,mb,270,37,0.87,0.52,us,us6000jp3b,2023-04-22T21:33:11.040Z,"5 km WNW of Cepitá, Colombia",earthquake,7.01,5.671,0.022,673,reviewed,us,us
2023-02-14T18:02:12.031Z,-29.04,-70.0094,122.861,4.6,mwr,97,42,0.606,1.04,us,us6000jny5,2023-04-22T21:33:08.040Z,"89 km SE of Vallenar, Chile",earthquake,5.73,4.222,,,reviewed,us,guc
2023-02-14T00:11:34.847Z,-21.9053,-70.2645,64.069,4.6,mwr,43,115,0.496,0.78,us,us6000jnny,2023-04-22T21:33:06.040Z,"Near the coast of Antofagasta, Chile",earthquake,5.65,5.524,,,reviewed,us,guc
2023-02-13T22:55:04.090Z,-24.7955,-69.6393,86.293,4.2,mb,28,77,0.368,1.05,us,us6000jnni,2023-04-22T21:33:06.040Z,"Antofagasta, Chile",earthquake,3.29,6.217,0.175,9,reviewed,us,us
2023-02-13T07:26:33.014Z,-26.5677,-71.3857,10,4.2,mb,17,156,0.821,0.71,us,us6000jnjx,2023-04-22T21:33:04.040Z,"135 km W of Diego de Almagro, Chile",earthquake,5.45,2,0.263,4,reviewed,us,us
2023-02-13T00:16:24.717Z,-18.2274,-70.1842,103.154,4.2,mb,17,179,0.207,0.37,us,us6000jnid,2023-04-22T21:33:04.040Z,"Near the coast of Tarapaca, Chile",earthquake,9.02,5.749,0.199,7,reviewed,us,us
2023-02-12T05:58:41.767Z,-16.1568,-74.3193,32.345,4.2,mb,16,152,4.527,0.79,us,us6000jqbj,2023-04-22T21:33:21.040Z,"40 km S of Atiquipa, Peru",earthquake,11.29,6.264,0.166,10,reviewed,us,us
2023-02-11T22:21:06.734Z,-29.3121,-67.7693,106.715,4.4,mb,50,42,2.129,0.85,us,us6000jncm,2023-04-15T21:39:59.040Z,"31 km WSW of Chilecito, Argentina",earthquake,7.17,7.025,0.131,17,reviewed,us,us
2023-02-11T20:23:12.427Z,-21.7568,-68.6623,133.089,4.4,mb,24,46,0.54,0.77,us,us6000jnbv,2023-04-15T21:39:58.040Z,"82 km NNE of Calama, Chile",earthquake,2.94,6.948,0.203,8,reviewed,us,us
2023-02-11T10:00:41.897Z,-21.388,-68.692,147.827,4.4,mb,21,69,0.818,0.73,us,us6000jnae,2023-04-15T21:39:57.040Z,"120 km NNE of Calama, Chile",earthquake,6.16,6.684,0.22,6,reviewed,us,us
2023-02-10T11:08:23.903Z,-19.0681,-69.2271,125.525,4.4,mb,32,77,0.598,0.99,us,us6000jn2h,2023-04-15T21:39:53.040Z,"Tarapaca, Chile",earthquake,5.97,5.383,0.13,17,reviewed,us,us
2023-02-10T10:45:10.123Z,-20.1985,-69.1954,107.116,4.5,mb,22,85,0.527,0.4,us,us6000jn2c,2023-04-15T21:39:53.040Z,"Tarapaca, Chile",earthquake,5.22,2.149,0.22,6,reviewed,us,us
2023-02-09T16:25:28.131Z,-24.2333,-67.4121,201.206,3.9,ml,21,84,1.457,0.82,us,us6000jmrg,2023-04-15T21:39:31.040Z,"111 km W of San Antonio de los Cobres, Argentina",earthquake,8.15,11.64,0.071,26,reviewed,us,us
2023-02-09T14:45:46.333Z,-21.841,-68.6374,131.093,4.3,mb,21,51,0.564,0.39,us,us6000jmqx,2023-04-15T21:39:51.040Z,"74 km NNE of Calama, Chile",earthquake,7.19,6.819,0.177,9,reviewed,us,us
